episode_id,query0,query1,query2,query3,query4,query5,query6,query7,query8,query9,query10,query11,query12,query13,query14,query15,query16,query17,query18,query19,query20,query21,query22,query23,query24,query25,query26,query27,query28,query29,query30,query31,query32,query33,query34,query35,query36,query37,query38,query39,query40,query41,query42,query43,query44,query45,query46,query47,query48,query49,query50,query51,query52,query53,query54,query55,query56,query57,query58,query59,query60,query61,query62,query63,query64,query65,query66,query67,query68,query69,query70,query71,query72,query73,query74
179,3,4,1,2,0,0,0,1,4,1,0,0,2,0,1,3,4,4,0,4,3,3,0,1,4,0,0,0,1,4,3,4,1,1,1,1,0,3,0,2,0,4,0,4,4,0,1,2,4,0,2,3,0,1,0,3,1,2,4,0,4,0,2,2,4,2,0,1,4,1,3,2,1,4,4
180,0,2,1,3,0,1,3,1,3,0,3,1,1,3,2,3,2,1,3,4,2,3,4,1,1,1,0,1,1,3,3,1,0,3,0,3,0,3,4,2,4,3,1,2,1,1,3,4,4,1,3,0,3,2,1,0,3,1,2,3,1,3,4,3,0,3,1,0,1,2,0,0,1,1,0
181,1,0,1,1,0,4,1,2,0,0,1,4,0,0,4,4,0,4,1,1,1,4,0,4,1,2,1,4,1,2,0,4,2,3,0,4,3,1,4,0,0,4,2,2,4,3,3,0,4,2,0,1,3,2,0,2,4,2,1,0,2,4,1,0,1,0,2,1,2,2,4,2,0,0,1
182,4,0,3,2,2,4,2,1,0,1,4,1,4,4,1,0,0,4,0,0,4,4,0,0,4,1,0,0,4,4,2,4,1,0,4,2,1,1,0,2,4,2,0,0,1,2,0,3,0,1,1,4,1,0,4,1,1,3,4,1,1,0,1,3,1,0,0,4,2,1,4,4,1,0,1
183,0,2,4,1,1,1,0,1,1,3,2,1,1,1,3,1,2,1,0,2,1,2,2,1,0,1,0,2,3,1,1,0,0,1,4,2,0,1,2,2,4,4,2,4,0,4,0,0,2,0,4,2,4,4,4,4,0,2,2,1,1,0,4,2,0,0,4,2,0,2,4,3,1,0,0
184,3,1,2,3,3,3,2,2,3,2,4,2,0,1,2,3,4,3,3,1,3,0,1,0,3,1,3,1,4,4,3,0,4,2,1,0,1,1,0,3,2,2,0,1,3,4,0,4,2,4,2,3,0,4,0,1,1,0,4,1,3,0,2,0,4,2,3,1,3,4,3,3,4,3,4
185,4,2,2,2,0,2,0,4,3,0,3,2,2,0,2,3,0,4,1,4,3,0,0,4,0,1,4,1,2,2,3,4,0,0,2,3,1,2,4,1,0,2,2,1,2,2,3,4,2,1,4,4,0,4,0,3,3,3,2,4,3,1,2,3,2,4,2,2,0,2,3,3,4,4,2
186,3,2,1,3,3,0,3,3,2,2,3,2,2,2,4,2,3,2,3,2,0,2,1,0,0,2,0,2,4,2,1,4,2,1,2,2,1,1,0,1,2,3,3,2,1,1,2,4,2,2,3,2,0,1,1,0,3,3,3,2,3,3,3,3,2,2,2,3,3,4,2,2,3,3,4
187,1,0,4,2,0,2,4,1,3,2,2,2,1,1,2,3,4,0,0,3,4,1,2,0,3,0,1,3,3,1,3,2,1,1,4,4,4,1,1,1,1,2,3,1,2,1,4,3,4,2,3,0,0,3,1,4,0,4,4,4,1,1,0,0,2,1,3,0,1,0,3,1,3,3,0
188,0,1,2,0,4,2,0,0,3,0,2,4,2,1,1,2,0,2,1,3,3,2,3,4,3,2,4,0,0,0,0,4,4,0,2,2,0,1,1,3,4,1,4,4,0,4,0,4,2,3,0,2,2,2,4,2,2,2,2,0,4,2,0,0,4,1,4,3,3,0,2,3,3,2,3
189,1,4,4,4,0,3,1,4,4,3,4,3,3,2,3,3,3,4,3,3,3,3,3,2,0,2,0,0,4,3,0,3,0,3,3,3,3,1,2,3,4,4,3,3,2,2,2,4,3,3,3,3,4,3,0,3,1,4,1,3,3,3,3,0,3,3,3,2,0,1,3,2,3,1,3
190,4,3,3,0,4,3,4,4,1,3,3,0,4,3,4,2,3,4,4,4,2,1,2,1,3,0,0,1,3,4,2,1,1,1,3,3,2,1,4,2,1,3,4,0,3,4,4,3,1,3,2,3,4,0,3,0,2,4,2,1,4,2,4,1,3,0,1,1,1,0,3,0,4,4,3
191,2,0,0,0,0,2,4,1,2,4,2,0,0,4,0,4,4,2,4,0,0,0,4,2,2,1,4,4,2,0,4,1,0,1,1,2,1,2,0,1,2,0,1,0,0,0,2,1,1,4,0,0,1,4,0,0,1,1,3,4,1,2,1,0,0,0,1,2,1,1,2,0,4,2,4
192,0,4,4,1,1,4,4,4,0,1,1,4,1,4,2,4,0,4,3,1,0,1,4,1,4,1,0,4,0,1,1,4,3,1,4,4,4,1,1,4,4,4,4,4,4,3,1,4,1,0,0,0,4,3,1,1,4,0,0,3,3,1,2,4,1,0,1,1,0,1,0,1,4,0,0
193,1,0,4,3,0,1,3,3,0,1,0,4,3,4,3,2,2,1,1,2,3,4,4,0,3,0,0,1,3,4,3,0,3,3,3,1,4,3,1,0,1,4,0,1,0,1,0,0,3,0,4,0,3,4,3,4,1,2,1,0,3,3,3,2,1,3,3,1,4,3,2,4,4,0,3
194,2,4,4,0,1,2,2,1,0,3,1,2,2,2,4,4,0,0,3,0,2,1,0,1,0,3,3,3,4,2,3,2,1,3,3,2,2,3,2,3,2,2,0,4,2,0,3,2,2,0,0,4,0,0,0,0,0,4,2,1,1,2,4,2,0,0,0,4,0,3,0,0,1,3,3
195,0,4,4,3,4,2,1,0,1,2,4,1,4,3,1,1,0,4,3,4,3,3,2,3,3,2,4,0,2,1,1,4,0,3,3,3,4,1,3,1,2,1,1,2,3,2,4,3,1,2,1,3,3,3,3,2,1,4,4,3,0,3,4,3,4,0,1,3,3,0,3,1,4,2,4
196,3,4,0,2,0,3,0,0,3,0,3,3,3,0,1,0,2,4,4,3,3,3,0,2,4,0,0,4,2,4,0,4,0,0,1,0,0,3,2,0,1,0,3,0,3,0,0,0,0,2,2,0,0,4,1,3,0,0,3,2,3,3,3,4,2,0,4,3,0,4,2,2,0,4,1
197,0,0,1,1,4,2,0,0,0,1,1,1,4,2,2,3,2,0,2,0,0,2,2,3,0,4,3,4,2,3,0,2,0,0,0,3,0,4,1,0,0,3,1,0,3,3,3,1,1,0,0,4,2,3,3,0,4,4,3,2,2,2,3,0,1,4,2,2,4,2,1,3,3,0,1
198,3,2,4,3,0,1,0,1,2,2,4,3,4,0,0,3,4,2,0,2,1,0,4,2,2,2,2,0,4,0,3,3,4,2,0,3,2,2,1,3,3,0,3,3,3,2,2,1,3,2,0,4,2,3,3,2,4,3,0,0,3,3,3,4,3,2,0,2,4,3,1,2,2,0,2
199,2,1,3,3,3,0,3,3,4,1,0,3,1,1,3,3,3,4,3,2,0,3,0,1,3,3,4,2,2,2,1,3,1,2,3,3,1,3,3,1,3,0,0,0,3,0,1,1,1,0,1,3,3,4,2,1,3,3,3,0,4,3,2,4,0,3,3,4,3,2,3,3,3,1,3
200,4,1,3,2,2,2,0,3,2,2,2,1,0,3,3,0,2,0,3,4,0,2,1,4,3,3,0,1,2,2,0,3,2,1,2,0,2,3,4,0,2,2,1,2,4,0,1,4,4,1,2,4,2,0,2,3,1,4,3,3,1,0,2,2,1,2,2,1,4,3,0,4,2,0,2
201,1,0,3,1,1,2,0,3,1,0,3,0,0,4,4,2,1,1,2,0,1,0,2,0,2,1,0,3,1,1,0,1,0,0,1,2,0,0,3,2,0,4,2,1,3,1,2,2,2,1,3,0,0,0,3,1,0,3,1,0,2,3,0,0,3,4,0,0,0,2,0,1,2,2,0
202,2,2,2,2,2,4,2,2,4,2,2,2,2,1,4,4,2,2,4,4,0,0,2,4,0,0,2,4,4,2,2,4,2,2,2,2,2,0,3,2,3,0,2,3,2,2,2,2,4,0,0,2,0,0,2,2,4,0,2,4,2,4,2,2,2,1,2,3,3,0,2,1,2,0,3
203,3,0,0,0,0,3,3,1,0,3,3,2,3,2,3,3,0,3,2,1,1,0,1,2,1,0,0,3,3,0,0,1,3,0,3,2,0,3,1,3,3,4,1,1,0,0,0,3,1,2,0,3,1,3,0,3,1,2,3,0,2,1,3,0,1,0,3,3,2,0,0,0,0,0,3
204,1,0,2,3,2,2,2,2,4,4,2,1,3,3,1,0,3,3,1,3,1,4,0,2,3,1,1,1,1,1,2,2,2,2,3,1,2,1,4,2,0,4,2,2,1,4,2,4,2,2,1,0,4,0,4,3,0,0,2,0,3,1,3,0,3,1,1,3,2,0,1,2,4,1,2
205,3,4,0,2,2,1,4,2,1,2,3,1,2,0,2,4,0,3,0,1,2,1,4,3,3,2,3,2,2,4,1,2,0,2,2,3,4,0,2,0,0,2,3,2,2,1,2,0,2,1,0,2,2,2,0,0,1,1,0,0,1,2,2,0,0,0,2,0,4,2,3,2,4,0,2
206,3,4,4,3,1,2,4,3,3,3,3,4,4,1,4,2,4,2,0,4,2,4,4,2,4,4,2,4,2,3,0,2,3,4,4,1,0,0,4,4,4,4,4,2,2,2,3,2,0,2,0,4,4,2,2,2,2,0,2,3,4,3,0,4,4,3,0,4,1,3,2,3,2,4,4
207,1,3,3,2,3,4,0,2,2,3,0,3,2,0,4,4,3,0,3,2,0,0,0,0,0,0,2,0,1,2,3,3,2,4,4,4,1,2,1,4,4,4,2,3,2,1,1,3,2,1,3,2,4,4,4,4,4,2,3,1,1,1,3,1,1,1,1,1,2,4,4,4,0,0,4
208,0,0,4,0,4,0,2,2,0,1,3,3,2,1,0,0,0,4,3,2,0,3,4,3,1,0,4,4,2,2,2,2,2,3,1,4,0,2,1,2,1,0,0,3,4,4,3,2,2,3,1,0,2,0,4,4,1,2,0,3,4,4,2,1,2,2,2,4,0,1,2,3,1,2,2
209,4,2,4,4,1,3,3,4,4,4,3,1,4,1,4,0,4,1,4,4,1,4,0,4,4,4,1,4,3,0,4,4,4,3,0,0,1,0,4,1,3,4,4,4,1,3,3,4,3,3,0,4,4,2,1,4,3,0,4,4,4,4,1,1,4,3,4,1,4,0,1,1,4,1,4
210,3,1,0,1,3,1,1,4,2,3,1,0,0,2,3,0,2,1,2,4,4,2,3,1,3,3,2,3,2,0,3,0,1,3,4,2,2,0,2,2,0,1,4,3,3,3,2,1,2,4,0,4,3,2,3,2,3,1,2,2,1,2,0,1,1,3,1,1,3,1,1,3,2,1,0
211,2,4,2,1,4,0,3,4,1,4,2,2,0,0,0,0,4,2,2,4,0,4,0,0,4,2,0,3,2,4,2,0,2,4,4,1,2,0,2,2,1,2,3,4,2,0,2,4,0,2,2,0,4,1,1,2,3,4,1,0,1,2,4,4,4,2,0,1,1,0,1,2,0,4,3
212,3,1,0,1,0,0,2,0,1,2,2,3,2,1,0,2,3,1,3,4,2,0,4,4,4,0,1,0,0,1,2,1,3,3,1,4,0,3,0,0,3,1,4,0,0,0,2,1,4,0,0,0,1,3,0,3,0,0,0,3,3,1,1,3,1,4,0,3,2,4,3,0,2,2,0
213,3,4,2,4,0,1,0,0,0,4,2,0,2,1,1,4,2,3,4,1,0,0,2,4,0,4,2,4,4,2,2,2,1,1,1,4,2,2,4,1,4,1,4,2,2,2,2,2,4,4,4,2,1,0,0,0,0,0,4,0,3,3,1,2,0,1,0,3,2,1,3,4,2,2,0
214,0,1,4,2,1,1,1,4,4,3,1,4,4,4,4,0,4,0,3,1,4,4,4,0,3,1,4,0,0,4,1,1,1,1,4,1,1,4,4,3,4,2,3,1,1,1,1,4,2,1,0,1,0,4,1,1,3,0,4,0,2,4,1,1,4,1,2,1,4,4,1,0,4,4,0
215,0,4,4,2,2,3,1,1,3,3,1,1,1,1,1,1,1,0,2,3,4,1,3,2,2,1,3,1,1,1,0,3,1,2,1,0,0,4,4,0,3,1,3,3,3,1,3,2,2,1,3,2,2,1,1,4,2,3,3,3,1,3,2,2,4,4,4,0,3,1,4,3,3,2,1
216,1,0,1,2,4,2,4,0,1,1,3,3,1,3,3,3,3,1,1,4,0,4,1,4,1,4,2,1,1,2,0,3,1,3,0,1,2,3,3,3,3,1,4,1,0,1,3,4,3,1,4,2,3,1,0,3,3,2,4,3,1,1,1,3,1,4,3,1,0,3,3,0,1,1,2
217,4,4,2,3,3,4,2,3,1,2,4,1,3,4,4,2,4,4,3,4,4,1,2,3,4,1,2,2,3,4,4,3,4,4,2,3,3,4,4,2,2,4,4,4,4,4,3,4,2,0,4,2,0,0,3,2,4,2,2,4,2,2,4,1,2,0,4,2,2,1,0,3,4,2,3
218,2,1,4,1,4,3,0,1,1,1,4,0,0,0,2,0,1,0,4,0,1,1,1,2,3,4,1,0,1,1,1,4,0,3,4,4,1,0,3,4,4,3,0,0,1,1,0,4,4,2,4,1,1,4,4,3,0,1,3,3,3,0,1,3,0,0,1,1,3,0,0,3,2,1,1
219,4,2,4,2,1,3,4,2,4,0,2,0,3,1,2,0,2,3,2,1,2,0,1,0,1,2,4,2,0,2,4,0,2,0,4,0,1,3,4,2,1,2,1,4,4,1,2,4,0,3,0,1,1,3,1,1,2,2,1,1,3,4,4,2,3,2,2,1,1,4,2,0,3,1,4
220,4,2,3,1,3,0,2,3,2,1,0,0,0,0,0,4,3,2,1,4,3,4,2,4,1,0,2,1,0,0,0,2,3,1,2,4,3,4,3,4,1,2,1,3,4,3,2,0,4,4,0,4,1,1,0,4,0,2,1,0,4,1,3,0,1,4,0,4,2,1,2,1,0,1,4
221,2,4,1,1,3,4,2,2,1,2,1,0,0,4,3,1,4,4,2,3,2,4,4,3,4,3,2,1,0,2,2,2,1,0,2,1,0,2,1,4,0,4,2,1,1,0,0,2,1,3,0,0,1,3,4,3,4,1,2,4,4,2,2,1,1,0,4,4,2,1,4,3,2,2,1
222,2,0,3,1,2,2,0,3,1,0,3,4,2,4,1,3,2,2,2,2,1,3,1,0,0,2,4,0,2,2,4,2,2,2,4,3,3,4,4,2,1,1,1,3,2,2,2,2,2,1,2,0,2,4,2,2,2,1,3,4,4,2,4,1,2,1,4,4,2,2,0,1,0,2,2
223,3,0,0,1,0,2,4,0,2,0,1,3,3,4,0,0,0,0,2,1,2,0,0,0,4,1,3,4,1,2,3,3,4,1,4,0,0,3,3,0,0,0,1,1,1,4,2,2,0,0,4,0,1,2,0,1,4,3,4,0,1,0,2,0,4,1,1,1,2,0,2,3,1,1,0
224,0,3,3,0,0,4,1,4,0,4,0,3,4,3,3,4,1,4,1,0,1,4,3,4,0,4,4,1,4,1,4,3,1,1,1,0,3,1,4,0,3,3,3,3,3,4,4,3,4,3,4,4,1,4,3,3,0,3,1,0,3,1,0,4,1,3,4,4,3,0,3,4,1,4,4
225,3,0,2,2,3,0,3,0,2,0,2,0,0,4,1,2,4,2,2,4,3,0,2,2,3,0,0,3,3,2,3,1,4,4,0,2,2,3,2,3,4,3,3,3,3,3,3,2,4,0,4,0,2,3,3,2,4,2,0,0,4,4,2,4,0,0,3,0,3,3,1,4,4,3,2
226,3,1,1,3,3,1,3,3,1,3,2,4,0,3,4,0,3,3,3,3,3,3,0,3,3,3,3,3,3,3,0,4,3,0,0,3,0,0,3,0,0,3,3,1,0,4,4,1,3,3,1,0,3,1,3,4,3,1,1,0,3,1,0,3,1,1,3,4,1,3,3,3,4,1,3
227,2,2,3,2,0,0,1,0,2,3,4,1,1,1,3,2,3,4,4,2,0,1,1,4,3,4,1,3,1,0,0,4,4,4,3,0,0,1,0,1,2,1,0,0,1,3,3,1,0,2,2,2,1,3,2,4,3,3,3,1,4,1,0,2,0,0,4,2,3,0,2,4,3,2,3
228,3,3,1,0,2,3,3,4,4,4,0,3,1,4,3,1,4,3,4,1,3,4,1,3,0,0,1,1,0,4,4,4,3,0,3,0,4,3,3,3,1,3,2,3,0,1,1,4,0,0,4,1,3,1,4,1,3,3,1,1,3,2,0,3,3,4,2,0,2,1,1,4,0,1,3
229,0,2,3,4,4,4,4,4,0,0,0,4,2,0,2,4,4,0,0,0,3,0,0,1,0,2,4,2,2,0,1,0,3,4,0,4,4,1,4,0,0,4,0,4,0,0,3,0,0,0,0,2,4,2,0,0,4,4,4,4,0,0,3,0,2,0,2,4,0,2,3,2,1,0,4
230,0,2,2,2,2,2,1,0,1,2,3,0,0,2,1,0,2,2,0,2,2,2,4,2,2,1,2,0,1,0,3,1,1,2,1,2,1,3,2,2,1,4,0,0,2,2,2,0,2,1,2,0,2,2,1,0,0,0,1,4,1,1,0,2,0,2,1,1,0,2,1,4,2,3,4
231,3,3,1,3,0,1,3,2,0,0,1,3,4,0,0,0,1,0,4,0,1,0,3,4,4,0,3,4,3,1,3,0,1,2,4,0,1,0,3,4,2,0,4,0,1,1,2,2,0,1,1,2,1,3,2,1,4,1,4,3,4,3,0,0,2,0,3,1,1,0,0,1,0,2,0
232,4,2,4,2,4,4,3,1,1,1,3,3,1,3,3,1,0,1,1,4,4,1,1,4,1,1,1,4,1,0,1,3,2,4,4,2,3,3,3,2,4,1,4,1,4,2,3,1,2,0,1,3,1,4,1,3,2,0,2,3,0,4,4,2,3,2,3,3,1,1,1,1,1,4,4
233,2,4,3,1,3,4,1,0,0,0,2,1,4,0,0,3,2,4,0,1,2,2,1,2,1,0,0,0,1,2,0,1,1,1,1,0,2,3,0,1,1,1,0,2,1,0,2,2,2,2,0,2,4,2,2,0,2,1,0,1,2,2,1,1,1,4,3,0,2,0,2,0,1,0,2
234,4,3,3,0,3,0,3,0,3,0,0,3,1,0,4,3,0,0,3,4,4,3,3,0,3,1,0,3,0,3,0,3,3,1,2,3,4,3,3,3,4,4,4,2,2,3,0,1,4,3,3,3,0,3,3,0,0,1,0,1,3,4,1,2,3,1,2,0,4,0,0,1,0,3,1
235,2,0,4,4,1,3,2,2,4,0,2,1,2,4,1,2,4,1,2,1,1,0,4,1,2,0,4,3,0,1,2,2,2,3,3,3,1,3,1,0,3,0,1,0,4,1,1,4,3,0,4,4,3,1,4,1,2,0,0,0,4,4,4,2,2,3,3,0,4,4,0,1,4,1,0
236,3,4,3,3,2,1,3,2,3,2,4,0,2,2,4,2,2,2,3,0,2,0,0,3,1,2,3,4,4,2,4,3,4,2,0,3,2,3,0,1,3,0,0,0,2,0,0,2,3,1,2,1,2,2,3,3,2,1,0,2,0,0,0,2,0,3,3,4,2,2,0,2,1,4,2
237,0,1,0,2,0,0,2,4,3,3,3,1,1,2,3,0,2,1,1,3,3,4,3,0,3,4,0,1,0,1,1,0,1,1,1,3,1,0,4,0,2,3,0,4,3,3,3,0,4,3,4,3,3,3,1,0,4,1,0,3,3,4,0,1,4,4,0,0,1,0,4,3,4,3,4
238,3,1,4,4,3,0,1,2,3,3,3,4,2,3,3,1,2,2,1,3,2,3,1,3,2,0,2,0,3,1,4,0,3,2,1,1,1,3,0,1,1,1,0,4,0,1,2,1,2,2,2,0,4,3,4,1,1,0,4,0,3,0,3,1,2,0,2,2,0,2,3,3,0,1,1
239,3,0,4,0,4,2,3,3,3,3,3,3,4,4,4,4,3,3,2,4,2,3,0,0,0,3,3,4,3,4,3,0,3,2,3,4,2,3,0,4,3,4,3,2,3,3,4,2,3,0,0,0,3,0,2,3,3,0,2,2,0,4,3,3,4,3,3,2,2,3,0,2,2,4,0
240,2,3,3,1,1,1,4,3,1,0,2,2,3,1,4,3,1,2,0,3,3,3,2,3,3,3,4,3,1,2,3,3,3,3,1,3,1,3,4,4,2,3,1,1,0,1,0,1,4,3,3,3,1,3,3,3,1,3,2,1,3,2,1,3,3,3,0,1,2,4,1,3,3,1,3
241,0,0,0,0,2,0,1,0,2,1,1,2,2,1,3,2,1,2,0,2,0,0,1,2,4,2,0,3,4,2,4,0,1,2,1,2,0,1,3,3,1,1,3,2,1,4,0,4,3,2,3,2,1,1,3,2,0,4,2,4,3,1,4,2,2,1,1,3,4,1,2,3,3,4,2
242,3,3,0,0,3,0,3,1,0,4,1,4,4,4,4,3,1,2,0,1,3,2,3,1,4,1,1,3,1,0,2,0,0,1,4,0,3,1,0,3,1,0,3,0,4,2,2,0,3,1,0,0,0,3,3,2,4,4,0,0,3,4,2,0,3,4,4,0,1,3,0,0,4,0,2
243,3,3,4,1,3,0,3,3,4,3,1,2,2,1,3,3,3,3,4,4,3,0,1,3,4,1,4,4,3,4,0,3,2,2,4,3,3,4,3,2,3,3,2,0,4,3,3,4,4,1,3,3,3,3,2,3,3,4,1,4,1,1,3,3,1,2,3,3,4,1,3,1,4,4,4
244,0,1,3,3,3,0,0,3,4,1,0,0,4,3,3,4,3,1,0,3,1,0,3,3,3,1,1,1,0,4,3,1,0,3,0,3,4,4,1,3,3,3,0,3,1,3,0,3,3,3,3,3,2,1,3,4,1,3,0,3,1,0,1,4,1,1,1,2,0,4,3,0,0,3,0
245,1,3,1,1,2,2,1,2,4,0,1,1,2,4,3,3,4,1,3,0,3,0,4,2,0,2,0,3,1,3,2,4,2,1,2,1,0,1,0,3,3,2,2,3,3,4,4,4,2,0,0,3,0,2,0,3,3,2,2,2,1,2,0,3,2,2,4,3,1,2,2,1,2,2,4
246,3,0,0,0,0,2,2,0,3,1,2,0,0,1,2,2,2,2,3,2,3,4,3,0,0,0,2,0,3,2,0,1,2,2,3,2,3,2,0,3,2,4,1,0,0,0,3,2,2,0,1,1,1,1,3,3,2,0,1,3,2,0,1,0,4,3,1,0,2,1,0,2,2,2,0
247,0,1,3,2,1,4,0,1,0,2,2,3,0,4,0,0,1,2,1,1,1,1,0,3,1,2,2,3,1,1,1,3,1,1,0,0,0,1,1,0,1,0,3,2,4,0,1,0,1,0,0,2,1,1,1,1,2,3,2,1,4,4,4,1,2,3,0,0,4,0,1,3,3,2,0
248,4,1,0,4,3,3,4,3,3,1,0,1,3,1,3,1,3,0,1,1,4,3,3,1,1,1,1,1,4,4,1,1,1,4,3,3,3,3,3,1,1,3,0,3,4,1,0,1,4,4,1,3,0,3,3,3,3,1,1,4,1,0,4,3,4,4,1,2,0,3,3,3,0,3,1
249,0,3,3,0,1,3,1,2,2,3,4,2,3,0,1,2,3,1,0,0,3,4,0,3,3,3,2,3,1,2,2,0,0,2,2,0,3,1,3,0,2,0,4,3,4,0,1,4,2,3,0,1,2,3,3,2,3,3,4,1,1,4,0,2,2,3,3,3,4,0,4,4,4,1,4
250,2,4,2,3,3,3,1,2,0,4,1,1,3,4,0,0,3,0,3,1,3,4,0,3,2,1,2,0,1,1,4,0,3,4,2,3,2,1,2,1,0,1,1,3,3,1,2,2,3,2,3,1,3,3,0,2,2,0,0,1,0,1,3,0,3,0,0,3,2,4,2,3,0,1,3
251,0,4,1,4,1,1,4,2,1,2,4,4,1,3,4,2,3,2,2,1,2,2,2,2,1,1,4,3,1,1,2,3,3,1,1,1,2,1,4,2,1,4,3,1,2,2,3,2,1,1,1,1,4,1,4,4,2,0,1,4,0,4,3,1,4,3,1,3,0,2,2,2,2,2,3
252,4,2,2,1,4,0,2,4,4,2,2,0,1,4,0,4,0,0,1,0,2,2,2,4,0,0,4,3,2,2,0,4,2,0,4,3,2,4,4,1,2,0,0,0,2,4,2,4,4,0,1,0,4,2,4,4,2,2,4,4,2,4,1,0,2,1,2,4,2,2,0,2,2,2,1
253,2,2,2,4,1,2,0,1,1,4,4,0,2,2,2,1,4,4,1,1,2,2,2,2,3,4,1,2,2,2,1,4,1,2,1,3,2,2,2,1,2,1,2,1,2,2,0,1,2,0,4,4,2,3,0,1,4,1,2,4,1,4,0,2,2,2,2,2,2,2,1,3,1,1,0
254,3,4,4,2,1,3,4,2,4,4,4,2,1,3,1,2,2,3,4,1,2,3,1,3,0,4,2,4,2,3,3,0,4,0,4,2,4,2,3,3,3,4,3,4,2,4,1,4,4,2,0,0,1,1,4,1,1,2,0,4,3,2,1,3,3,4,0,3,2,3,2,3,3,1,2
255,1,3,3,3,2,4,3,4,2,1,0,0,1,4,4,3,3,3,2,3,4,3,0,2,4,0,3,4,3,3,0,3,4,1,2,4,0,3,2,1,3,3,2,2,2,0,2,3,3,2,1,3,1,4,3,2,1,3,1,4,3,1,3,3,1,3,3,3,3,4,1,2,3,3,3
256,4,4,1,3,0,1,2,3,2,2,4,4,3,4,3,0,2,0,4,1,2,1,1,0,4,0,1,2,4,1,2,4,0,2,0,0,1,1,4,3,2,2,2,1,0,2,1,1,2,1,3,0,1,2,3,0,3,4,3,3,3,4,2,1,3,3,4,3,1,0,3,0,4,0,2
257,3,1,1,0,2,3,1,0,2,2,2,1,0,3,0,3,0,3,0,0,0,3,2,0,3,0,2,0,2,4,2,1,3,1,1,2,3,1,1,1,3,0,1,1,1,4,3,3,0,0,2,0,2,0,3,0,2,0,1,1,4,0,2,1,0,2,2,3,2,1,3,2,3,1,2
258,0,1,2,1,4,0,4,2,2,2,1,1,2,4,3,0,4,0,4,1,1,2,2,1,3,4,2,4,2,4,2,0,1,0,1,2,1,0,1,2,2,0,1,2,1,2,3,1,2,4,0,0,0,2,1,4,1,4,0,1,4,1,0,4,3,1,4,1,2,4,2,0,2,0,2
259,2,3,0,3,2,4,1,3,3,4,1,1,4,2,4,2,1,2,4,3,1,2,2,0,2,2,4,0,1,2,1,2,3,2,3,2,4,3,2,4,2,4,0,4,3,3,2,1,2,2,2,1,4,2,4,3,0,4,4,3,2,2,0,4,2,4,0,3,1,1,3,4,0,3,4
260,1,0,1,0,1,1,4,1,1,0,1,2,0,4,1,0,1,0,2,1,1,1,2,1,2,2,3,1,4,2,1,1,0,4,1,4,3,1,4,1,1,0,4,2,4,0,1,1,1,0,3,3,4,1,4,1,1,1,1,2,0,1,2,0,3,1,3,1,3,0,0,1,1,1,1
261,4,1,0,3,1,3,4,3,3,4,0,0,1,0,1,1,3,4,0,2,0,0,2,1,0,0,1,2,4,1,3,2,3,2,1,2,2,3,4,0,3,0,4,1,4,2,0,4,0,0,4,1,3,2,4,2,0,3,4,4,4,1,1,3,4,0,0,1,1,4,2,1,2,4,3
262,2,2,4,4,3,0,1,2,1,3,4,4,2,2,1,2,4,4,3,2,1,2,1,0,2,4,2,4,3,2,1,1,2,2,1,2,0,0,0,1,2,3,1,0,2,0,2,1,2,2,1,0,2,3,2,0,1,1,2,2,1,4,2,1,2,2,1,2,2,0,2,2,2,1,1
263,0,2,0,3,1,0,1,2,3,4,4,1,4,3,0,0,2,3,2,0,1,0,4,0,0,4,0,1,4,0,0,4,4,0,4,1,2,1,0,3,0,4,1,2,3,3,4,2,2,2,1,4,3,3,1,3,4,1,3,0,1,4,3,2,3,4,4,0,3,4,4,2,3,4,1
264,0,0,0,0,1,2,0,3,4,4,4,1,0,4,2,0,2,4,4,2,2,4,0,4,0,4,4,3,4,4,3,2,2,1,0,0,4,0,4,2,0,0,0,3,3,2,4,2,3,2,2,2,2,2,4,2,4,0,2,2,4,0,1,0,2,4,4,1,3,2,1,2,1,2,1
265,2,4,4,1,2,4,4,1,3,0,4,1,3,2,2,4,0,3,4,3,2,2,4,2,0,1,2,1,0,4,2,3,2,4,4,4,0,2,4,0,4,3,4,2,2,2,4,2,1,3,4,4,4,4,4,3,4,2,4,0,2,2,0,3,2,0,3,2,3,4,4,4,0,0,3
266,1,1,1,0,1,0,1,3,2,0,2,2,1,0,1,4,1,0,0,3,0,0,0,0,3,1,1,1,2,0,2,1,1,0,4,3,2,1,0,2,3,1,0,2,3,3,1,2,2,0,4,3,3,2,3,1,2,3,0,0,3,1,3,0,1,1,3,1,0,1,0,0,1,2,4
267,2,2,1,1,1,3,3,4,3,1,4,4,1,1,3,0,0,1,2,0,1,2,1,4,2,1,2,3,3,4,3,0,0,1,1,4,3,2,3,1,2,3,0,2,4,4,3,2,1,1,1,3,1,0,4,0,4,2,1,3,2,2,2,1,1,1,2,1,1,0,1,1,2,4,2
268,3,4,0,4,4,1,3,0,1,3,0,0,1,1,4,1,3,0,4,0,0,0,4,2,0,0,3,2,2,4,3,3,0,1,4,4,4,0,0,0,0,3,1,2,0,4,3,0,3,4,4,3,3,3,3,0,1,4,4,1,4,0,1,4,2,0,4,2,3,3,4,0,0,3,4
